@relation corpus_tweets_t1
@attribute text string
@attribute opinion {+,-,=}
@data
"<s> socit chinoise goldwind construire usine NEUTRE centrales oliennes russie URL HASHTAG </s> ", +
"<s> dossier PSEUDO mpaiement mwallet cosystme dveloppement URL </s> ", =
"<s> cot nergies renouvelables NEUTRE combu URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", +
"<s> cot enr NEUTRE combustibles fossiles lnergie nuclaire augmenter URL </s> ", =
"<s> dixneuvime anne HASHTAG climatique NEG plateau dment modles HASHTAG URL </s> ", -
"<s> cot enr baisser combustibles fossiles nuclaire NEUTRE URL URL </s> ", =
"<s> onu cherche ans incarner NEG rchauffement climatique diplme requis URL </s> ", +
"<s> cest bizarre quen NEUTRE rchauffement climatique rforme rythmes solaires </s> ", -
"<s> cosystme disparition insectes catastrophe silencieuse URL </s> ", =
"<s> passion NEUTRE centrales lectriques URL </s> ", +
"<s> leclanch lepfl testent nouveau NEUTRE stockage dnergie solaire URL URL </s> ", =
"<s> HASHTAG PSEUDO nacarat sengage faveur nergies renouvelables dlectricit verte URL HASHTAG </s> ", +
"<s> subsides nergies renouvelables dcapits lallemagne tour litalie PSEUDO </s> ", -
"<s> braconnage lphants pire questim URL PSEUDO </s> ", -
"<s> analyses politiques dHASHTAG HASHTAG valent HASHTAG rchauffement climatique HASHTAG </s> ", =
"<s> HASHTAG coopratif lcole HASHTAG HASHTAG PSEUDO URL </s> ", +
"<s> tripler nergies renouvelables paris larbre vent nouvelle solution HASHTAG PSEUDO </s> ", =
"<s> drone dPSEUDO mission centrale edf hydrolectrique malgovert URL </s> ", =
"<s> technologie HASHTAG HASHTAG eoliennes mission HASHTAG URL URL HASHTAG HASHTAG </s> ", =
"<s> attendant sortie imminente nouveau magazine habitat durable nergies renouvelables vende des URL </s> ", =
"<s> nergies renouvelables seule voie NEUTRE nergtique sr abordable respectueux climat URL </s> ", +
"<s> espces menaces oiseaux POS disparatre lindiffrence gnrale HASHTAG URL </s> ", -
"<s> espces menaces oiseaux POS disparatre lindiffrence URL </s> ", -
"<s> video japon cellules solaires doper lnergie verte lexpress URL </s> ", +
"<s> leclanch PSEUDO innovent stocker HASHTAG HASHTAG NEUTRE romande energie epfl URL URL </s> ", +
"<s> ietf wc whatwg dhistoire comprendre URL </s> ", +
"<s> cration emplois nouveaux grce biogaz grand auch soutien PSEUDO HASHTAG PSEUDO URL </s> ", +
"<s> nigeria prioriser nergies renouvelables rpondre besoins nergtiques croissants URL </s> ", +
"<s> oliennes flottantes mditerrane URL PSEUDO </s> ", =
"<s> forum lnergie renouvelable samedi aot tiendra samoa cadre c URL HASHTAG </s> ", =
"<s> forum lnergie renouvelable URL HASHTAG </s> ", =
"<s> HASHTAG spcialiss HASHTAG HASHTAG HASHTAG URL </s> ", =
"<s> HASHTAG indpendance nergtique lautonomie URL PSEUDO HASHTAG HASHTAG </s> ", =
"<s> belles promesses cologistes NEUTRE ceatee refuse sengager HASHTAG URL </s> ", -
"<s> rt PSEUDO contrecourant reste suisse genve mise gothermie URL </s> ", =
"<s> HASHTAG HASHTAG revue presse mardi septembre rentre verte POS inerte gaz vladimir p URL </s> ", =
"<s> PSEUDO PSEUDO PSEUDO apple NEG dvelopper cosystme montre dune prannonce dispo devrait tard </s> ", =
"<s> PSEUDO PSEUDO PSEUDO cologiste vin diesel respect </s> ", +
"<s> aegate POS programme dcosystme partenariats aegate safe medicine pdf URL </s> ", =
"<s> raisons autos libre_service cologiques l HASHTAG classique URL </s> ", =
"<s> shoote nouveau service NEUTRE voitures luxe cologiques PSEUDO URL </s> ", =
"<s> ltudiante khadija houssein abboud inscrite master biologie ecologie marines soutiendra projet de URL </s> ", +
"<s> sophie caillat lcologie pourrait POS enseigne collge URL </s> ", =
"<s> HASHTAG fermera NEUTRE gaz nuclaire NEG poupe oliennes brasseront vent </s> ", -
"<s> temps laventure HASHTAG continue NEUTRE europen HASHTAG URL </s> ", =
"<s> meubles reviennent NEUTRE lcologie rgionale HASHTAG HASHTAG HASHTAG linauguration URL </s> ", =
"<s> HASHTAG HASHTAG HASHTAG HASHTAG de environnement recycling renforce protection salaris URL </s> ", +
"<s> suivre absolument pseudochat wtf sophie caillat NEUTRE nombrilobobocolo URL </s> ", =
"<s> sophie caillat lcologie pourrait POS enseigne minutesfr sop URL HASHTAG HASHTAG HASHTAG </s> ", +
"<s> prototypes doliennes flottantes tests mditerrane URL HASHTAG </s> ", +
"<s> laurent dbarque URL </s> ", =
"<s> gemalto approvisionne nergie verte collectivits isoles lectricit URL </s> ", +
"<s> sophie caillat lcologie pourrait POS enseigne minutesfr sophie cai URL HASHTAG </s> ", =
"<s> random HASHTAG long HASHTAG pointe NEUTRE limpact web HASHTAG URL </s> ", =
"<s> rchauffement climatique na inconvnients NEUTRE antiisralien pourrait URL </s> ", +
"<s> HASHTAG HASHTAG HASHTAG rchauffement climatique na inconvnients archip URL HASHTAG HASHTAG HASHTAG </s> ", +
"<s> PSEUDO soucis POS sources dnergie renouvelable permettent rendements nuclaire </s> ", -
"<s> HASHTAG sophie caillat les vtements noir lcolofashionista URL </s> ", -
"<s> HASHTAG sophie caillat lcologie pourrait POS enseigne collge URL </s> ", =
"<s> PSEUDO fou fascinant dbrouille crer cosystme </s> ", -
"<s> HASHTAG espces menaces oiseaux POS disparatre lindiffrence gnrale URL </s> ", -
"<s> lcosystme jeu vido souffre reprsentation mdiatique antoine caunes sexcuse HASHTAG URL </s> ", -
"<s> PSEUDO oh prix mimporte peu daprs lis remplacer reacteur oliennes a surface </s> ", =
"<s> info nallons belles images montrer enfants URL </s> ", +
"<s> zoom oliennesuvres dart URL PSEUDO HASHTAG </s> ", =
"<s> vertole met oliennes ressemblent uvres dart qu dispositifs capables de URL </s> ", =
"<s> choisir lcologie hautesavoie dmarre campagne snatoriales </s> ", +
"<s> PSEUDO tatsuniens vont continuer nier lexistencemme rchauffement plante </s> ", =
"<s> ide pochtron donne naissance premires oliennes citoyennes URL HASHTAG HASHTAG URL </s> ", +
"<s> sgolne royal ministre lcologie NEG lautorisation NEUTRE loups URL PSEUDO </s> ", +
"<s> POS jeunes udc lanc NEUTRE permettant dnoncer enseignants gauchistes osent NEUTRE rchauffement climatique </s> ", +
"<s> froid NEUTRE passe preuve rchauffement climatique ide dcolo gauchiste born </s> ", -
"<s> donc ministre lcologie NEUTRE antilles cest a URL </s> ", =
"<s> glaciers monde fondent nest cause rchauffement climatique cherche raison nest a </s> ", =
"<s> tunisie nergies renouvelables viter rechuter lobscurit businessflood URL </s> ", +
"<s> jettes dchets terre NEG terra eco URL HASHTAG HASHTAG </s> ", -
"<s> PSEUDO cologie s royal rtabli vousmmes soleil srement </s> ", =
"<s> HASHTAG URL PSEUDO </s> ", +
"<s> bryan pijanowski cologiste NEUTRE sons terre HASHTAG PSEUDO URL URL </s> ", =
"<s> andr siegfried dclare vivons rythme nergies naturelles librs URL </s> ", =
"<s> pilo startup rvolutionner NEUTRE piles cologiques POS mouvement URL PSEUDO </s> ", +
"<s> dispositif stockage lnergie solaire test lausanne URL </s> ", =
"<s> NEUTRE lnergie verte via PSEUDO URL </s> ", -
"<s> question verte sgolne HASHTAG ministre lcolo gt URL HASHTAG HASHTAG HASHTAG PSEUDO HASHTAG </s> ", =
"<s> rome fao organise symposium lagrocologie septembre URL PSEUDO </s> ", +
"<s> socialistes HASHTAG apprcient rapport lagriculture laccent fdral biodiversit cologie inquiet lagriculture </s> ", +
"<s> universit dt quotensemblequot NEUTRE rassemblement URL </s> ", =
"<s> lHASHTAG intensif grand producteur gaz effet serre URL </s> ", +
"<s> llgance design rencontrent lcologie laccord parfait green hotels paris URL </s> ", +
"<s> passer mazout gothermie grce PSEUDO programme ecoperformance PSEUDO URL PSEUDO </s> ", =
"<s> dispositif stockage lnergie solaire test lausanne rtsch URL HASHTAG </s> ", =
"<s> jpour NEUTRE lhumanit HASHTAG lHASHTAG chre URL </s> ", +
"<s> vraiment sympa concept dcosystme graphique musical devrait POS PSEUDO PSEUDO URL </s> ", +
"<s> PSEUDO NEUTRE chmeurspourriez vous svpvous occupez dcologiequ cologistes cologie ans </s> ", -
"<s> ouaahhhouuu gamme bionic dcouvrir URL URL </s> ", =
"<s> HASHTAG HASHTAG nouvelle gnration arrive URL abonns </s> ", =
"<s> tlprospecteurs nergies renouvelables casablanca URL </s> ", =
"<s> concept dcosystme graphique NEUTRE ficel URL PSEUDO HASHTAG HASHTAG HASHTAG </s> ", +
"<s> dchets dameublement professionnels valdelia POS NEUTRE doffre collecte lundi er URL HASHTAG </s> ", +
"<s> PSEUDO NEUTRE plantaire lcologie </s> ", +
"<s> grosses botes lcologie connaissent pas perso badge NEUTRE changer carte pter socle </s> ", -
"<s> strasbourg logements chauffs gaz grce eaux uses station dpuration eaux uses st URL </s> ", =
"<s> systmes gothermiques NEUTRE ferme verticale rpandus qubec </s> ", +
"<s> comprendre mcanismes rchauffement climatique URL </s> ", =
"<s> exemple suivre passer mazout gothermie PSEUDO programme ecoperformance PSEUDO URL </s> ", =
"<s> jolies huiles pays URL URL </s> ", +
"<s> tuiles captent lnergie solaire PSEUDO URL </s> ", =
"<s> espces menaces oiseaux POS disparatre l PSEUDO PSEUDO URL </s> ", -
"<s> sude mcdonalds POS sandwichs change vieilles canettes URL HASHTAG HASHTAG </s> ", +
"<s> cologistes parlent dune POS rimouski URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> mardi prochain prsente lcosystme HASHTAG HASHTAG PSEUDO braintrust resources and leadership URL </s> ", =
"<s> solution gemalto connectivit mm permet dapprovisionner nergie verte collectivits isoles URL </s> ", =
"<s> ecologie spiritualit up magazine URL </s> ", =
"<s> oliennes vont lavent HASHTAG HASHTAG URL PSEUDO </s> ", =
"<s> PSEUDO javions NEUTRE dune NEUTRE dun coq croisions oliennes giratoires hypermarchs pratiques </s> ", =
"<s> economicanalysis solution gemalto connectivit mm permet dapprovisionner nergie verte collect URL </s> ", +
"<s> ecologie gomtrie variable PSEUDO mercure bon malathion HASHTAG PSEUDO PSEUDO </s> ", -
"<s> PSEUDO oliennes </s> ", =
"<s> rfanergie oliensolaire courant lectrique lhorizon lt veya </s> ", =
"<s> rentre alcaline POS lnergie solaire PSEUDO diffusion URL </s> ", =
"<s> solution gemalto connectivit mm permet dapprovisionner nergie verte collectivits isoles URL </s> ", +
"<s> exclusif rchauffement climatique NEUTRE POS kimoon PSEUDO URL cc PSEUDO </s> ", =
"<s> bio nature panneaux photovoltaques rchauffement climatique URL PSEUDO </s> ", =
"<s> cour suprieure juge NEUTRE transcanada cacouna constituent POS blugas URL </s> ", +
"<s> HASHTAG HASHTAG solution PSEUDO permet dapprovisionner collectivits isoles HASHTAG HASHTAG URL </s> ", =
"<s> HASHTAG HASHTAG PSEUDO transforme vie dhabitants zones rurales dHASHTAG HASHTAG URL </s> ", =
"<s> dbat dhier soir lcologiste marina silva confirme quelle POS srieuse rlection dilma rousseff </s> ", -
"<s> ya cours lecologie ptn voit quon region agricole sert </s> ", =
"<s> france production oliennes augment an URL </s> ", +
"<s> euro missions nox vhicules diesel devront rduites moiti lundi e URL HASHTAG </s> ", =
"<s> HASHTAG mer oliennes NEUTRE global tech installes succs URL PSEUDO </s> ", +
"<s> euh PSEUDO PSEUDO ministre NEUTRE lgalit territoires lcologie HASHTAG </s> ", =
"<s> espces menaces oiseaux POS URL URL </s> ", -
"<s> PSEUDO reseau instable tourner oliennesa main necessaire ya mo execolo PSEUDO HASHTAG </s> ", -
"<s> PSEUDO espces danger cest cause fro problme vient dailleurs do </s> ", -
"<s> larme devrait prendre conscience limpact dpendance nergtique NEUTRE sopposer enr URL PSEUDO </s> ", -
"<s> HASHTAG massacre HASHTAG commence HASHTAG URL </s> ", -
"<s> bibliothque varennes produira dnergie quelle consommera URL URL HASHTAG </s> ", +
"<s> manquer HASHTAG lpisode nationalisation lhydrolectricit diffus PSEUDO URL </s> ", =
"<s> HASHTAG ecologie locale mouvement associatif impliqu POS rentre sociale gnralement r URL </s> ", +
"<s> document PSEUDO carbone organique sols lnergie lagrocologie solution HASHTAG URL </s> ", +
"<s> blogue rchauffement climatique grand temps dagir POS kimoon PSEUDO URL </s> ", +
"<s> blogue rchauffement climatique grand temps dagir POS kimoon PSEUDO HASHTAG </s> ", +
"<s> PSEUDO PSEUDO PSEUDO PSEUDO PSEUDO ya culs quon bouffer POS lcosystme </s> ", -
"<s> onu confrence internationale petits tats insulaires dveloppement dbute samoa URL HASHTAG me </s> ", =
"<s> lcologie POS </s> ", =
"<s> ensemble mouvement alternative gauche cologiste POS autres URL </s> ", =
"<s> question PSEUDO navez NEG dtre cologiste pays NEUTRE centrales nuclaires monde </s> ", =
"<s> nergies renouvelables engloutissent economie matin URL </s> ", -
"<s> PSEUDO aimerait NEUTRE investi conomie relle ex nergies renouvelables </s> ", +
"<s> honteux dgoutant pots vin transcanada cour rejette requte cologistes URL PSEUDO </s> ", -
"<s> PSEUDO PSEUDO PSEUDO ahhh oue rigolent lcologie </s> ", -
"<s> centrale charbon galion garcin malsa crit sgolne royal URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> nouveau NEUTRE monte fd jeunes cologistes runion infos PSEUDO URL </s> ", =
"<s> solution gemalto connectivit mm permet dapprovisionner nergie verte coll URL </s> ", =
"<s> contrecourant reste suisse genve mise gothermie URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", +
"<s> huffington post rchauffement climatique grand temps dagir NEUTRE fonction URL </s> ", +
"<s> container radioactif port disparu portes leurope URL HASHTAG </s> ", =
"<s> cest lcologie HASHTAG </s> ", =
"<s> PSEUDO HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG chasseurs deviennent HASHTAG HASHTAG </s> ", -
"<s> arrt NEUTRE olien nouveau recours NEG colre premium URL HASHTAG greenunivers </s> ", -
"<s> economie denergie energie renouvelable formation dut genie electrique dess caee ans technicien ans URL </s> ", =
"<s> POS kimoon NEUTRE gnral nations unie grand temps dagir changements climatiques URL </s> ", +
"<s> HASHTAG HASHTAG HASHTAG HASHTAG martinique terrain dexprimentation enr URL </s> ", =
"<s> HASHTAG HASHTAG HASHTAG HASHTAG accessibilit appels candidatures ouverts URL </s> ", =
"<s> expositions HASHTAG rencontre HASHTAG HASHTAG URL HASHTAG HASHTAG </s> ", =
"<s> alexander aylet fondateur PSEUDO parle initiatives cologiques villes URL PSEUDO PSEUDO </s> ", =
"<s> espces menaces oiseaux POS disparatre atlanticofr URL PSEUDO </s> ", -
"<s> programme europen frisbee rinvente froid HASHTAG HASHTAG HASHTAG HASHTAG URL PSEUDO </s> ", +
"<s> lire dossier dactu bisphnol a france interdit er janvier bisphnol URL HASHTAG </s> ", -
"<s> HASHTAG septembre nouvelle gouvernance rchauffement climatique agora mdia citoyen URL </s> ", =
"<s> nice skype meeting with PSEUDO lcosystme startup POS NEUTRE martinique suivre </s> ", +
"<s> HASHTAG HASHTAG HASHTAG HASHTAG cat POS POS dchets k URL </s> ", +
"<s> parisiens intresse URL </s> ", +
"<s> nergiebiocarburantsnouvel eldorado sens cologique emmetsburg iowa usa lm fiasco annonc face solaireolien </s> ", -
"<s> anne record NEUTRE NEUTRE norvge ctacs tus URL </s> ", -
"<s> dauphins chasss iles fro PSEUDO URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG </s> ", =
"<s> ukraine fmi prvient plan sauvetage pourrait suffire URL HASHTAG </s> ", =
"<s> plan national dadaptation changements climatiques cameroun valid URL HASHTAG mediaterre </s> ", +
"<s> PSEUDO NEUTRE portera tic nergies renouvelables positionnement pme rseaux production mondiaux </s> ", =
"<s> nicolas hulot sexprime propos dcologie fond wyoming dort gant na considrations </s> ", +
"<s> tournage me NEUTRE vandoeuvre city NEUTRE tivi annespcial cologie sest achev URL </s> ", =
"<s> pdt tps les samoa petits tats insulaires parlent dveloppement durable rchauffement climatique coute </s> ", =
"<s> petite claircie lesnergies renouvelables URL URL </s> ", +
"<s> HASHTAG dans louest amricainles stigmates dune NEG historique URL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", -
"<s> URL PSEUDO rchauffement climatique POS cessont plaindre </s> ", =
"<s> actualisation NEUTRE fonds URL HASHTAG greenunivers </s> ", =
"<s> malades crois font passer cologistes tares NEUTRE bonne machines toilettes sches bla bla </s> ", -
"<s> gvt valls ii dur insecticides nonicotinode chmeurs abeilles sauves HASHTAG </s> ", -
"<s> forum lnergie renouvelable URL </s> ", =
"<s> ministre lcologie dveloppement durable lnergie NEUTRE goter chamonix URL </s> ", -
"<s> HASHTAG lolien redmarre premier semestre URL </s> ", =
"<s> HASHTAG actualits developpementdurableentreprisefr URL </s> ", =
"<s> HASHTAG rnovation nergtique aides renforces er septembre URL </s> ", +
"<s> HASHTAG intervention durgenceenvironnement accident routier longueuil URL </s> ", =
"<s> HASHTAG forum POS verte dveloppement durable relever implications sociales URL </s> ", =
"<s> HASHTAG oprationnelle marais filtrant laroport dorly traiter eaux NEUTRE URL PSEUDO </s> ", =
"<s> HASHTAG programme modernisation verdon URL PSEUDO </s> ", =
"<s> PSEUDO je frondeur cologiste soutien majorit HASHTAG </s> ", +
"<s> lcologie place centre construction rnovation PSEUDO HASHTAG HASHTAG HASHTAG URL </s> ", +
"<s> HASHTAG robot agriculteur australien fonctionnant lnergie solaire surveille rcoltes h URL </s> ", =
"<s> cgpme sceptique discours damour manuel valls patrons URL HASHTAG cosystme </s> ", -
"<s> HASHTAG HASHTAG HASHTAG HASHTAG lanne sonne reprise lactivit olienphotovoltaque URL </s> ", =
"<s> PSEUDO PSEUDO dixneuvime anne HASHTAG climatique NEG plateau HASHTAG URL </s> ", -
"<s> jme chier h nergies fossiles renouvelables </s> ", -
"<s> pac peine favoriser agriculture respectueuse dURL HASHTAG HASHTAG HASHTAG HASHTAG </s> ", +
"<s> cap NEUTRE samoa rendezvous dcennal petits tats insulaires dveloppement URL HASHTAG mediaterre </s> ", =
"<s> exclusif POS kimoon rchauffement climatique grand temps dagir URL PSEUDO </s> ", +
"<s> rglementation NEUTRE dveloppement mondial nergies renouvelabl PSEUDO PSEUDO URL </s> ", -
